price,brand,model,year,title_status,mileage,color,vin,lot,state,full_model
21000,dodge,charger,2018,clean vehicle,12554,gray,  2c3cdxbg4jh164292,167639649,texas,dodge charger
5500,dodge,door,2015,clean vehicle,60707,gray,  1c3cdfeb8fd116826,167641448,texas,dodge door
7500,dodge,door,2014,clean vehicle,40110,red,  2c3cdyag0eh274494,167641710,texas,dodge door
15800,dodge,caravan,2019,clean vehicle,28038,silver,  2c4rdgcg8kr631438,167749568,michigan,dodge caravan
16900,dodge,journey,2019,clean vehicle,26643,red,  3c4pddeg5kt774458,167749576,michigan,dodge journey
25000,dodge,durango,2019,clean vehicle,36127,white,  1c4rdjdgxkc664221,167749579,michigan,dodge durango
18000,dodge,door,2019,salvage insurance,19983,black,  2c3cdxbg8kh659970,167652916,massachusetts,dodge door
15600,dodge,caravan,2019,clean vehicle,29926,black,  2c4rdgcg0kr682478,167749581,michigan,dodge caravan
23800,dodge,durango,2019,clean vehicle,36750,white,  1c4rdhdg3kc645177,167801945,north carolina,dodge durango
16800,dodge,journey,2019,clean vehicle,27312,black,  3c4pddeg4kt708418,167749586,michigan,dodge journey
22700,dodge,durango,2019,clean vehicle,49575,white,  1c4rdhdg7kc684421,167801946,north carolina,dodge durango
23300,dodge,challenger,2019,clean vehicle,30279,red,  2c3cdzbt8kh593686,167801947,north carolina,dodge challenger
23500,dodge,challenger,2019,clean vehicle,25825,white,  2c3cdzbt5kh578448,167801949,north carolina,dodge challenger
25500,dodge,durango,2019,clean vehicle,32474,silver,  1c4rdjdg7kc651586,167801952,north carolina,dodge durango
21800,dodge,challenger,2019,clean vehicle,30585,white,  2c3cdzbt1kh573652,167801953,north carolina,dodge challenger
22800,dodge,durango,2019,clean vehicle,36203,gray,  1c4rdhdg2kc645025,167801954,north carolina,dodge durango
18200,dodge,caravan,2019,clean vehicle,29602,red,  2c4rdgcg1kr565329,167749702,michigan,dodge caravan
23500,dodge,challenger,2019,clean vehicle,28689,red,  2c3cdzbt7kh606377,167801955,north carolina,dodge challenger
25700,dodge,durango,2019,clean vehicle,31447,charcoal,  1c4rdjdg1kc691579,167801956,north carolina,dodge durango
15700,dodge,caravan,2019,clean vehicle,39148,white,  2c4rdgeg3kr529509,167801987,north carolina,dodge caravan
17500,dodge,journey,2018,clean vehicle,33495,silver,  3c4pddeg6jt463152,167750095,michigan,dodge journey
15700,dodge,caravan,2019,clean vehicle,35274,white,  2c4rdgeg6kr618815,167801990,north carolina,dodge caravan
16500,dodge,caravan,2018,clean vehicle,48745,white,  2c4rdgeg8jr219449,167750096,indiana,dodge caravan
16100,dodge,caravan,2019,clean vehicle,31297,red,  2c4rdgeg0kr529483,167801991,north carolina,dodge caravan
15600,dodge,caravan,2019,clean vehicle,38745,charcoal,  2c4rdgeg3kr578354,167801992,north carolina,dodge caravan
15400,dodge,caravan,2019,clean vehicle,37704,gray,  2c4rdgeg5kr594507,167801993,north carolina,dodge caravan
28200,dodge,durango,2017,clean vehicle,27060,white,  1c4rdjdg6hc833787,167750272,michigan,dodge durango
15300,dodge,caravan,2019,clean vehicle,40002,no_color,  2c4rdgeg3kr529851,167801994,north carolina,dodge caravan
15900,dodge,caravan,2019,clean vehicle,34930,red,  2c4rdgeg0kr578974,167801995,north carolina,dodge caravan
17700,dodge,door,2016,clean vehicle,22863,gray,  2c3cdzag4gh312012,167750487,indiana,dodge door
15800,dodge,caravan,2019,clean vehicle,36876,white,  2c4rdgeg9kr556908,167801996,north carolina,dodge caravan
15900,dodge,caravan,2019,clean vehicle,34264,charcoal,  2c4rdgeg3kr578709,167801997,north carolina,dodge caravan
25300,dodge,charger,2019,clean vehicle,17515,red,  2c3cdxhg2kh608892,167750648,new mexico,dodge charger
16300,dodge,caravan,2019,clean vehicle,27071,silver,  2c4rdgeg2kr600103,167801998,north carolina,dodge caravan
29500,dodge,durango,2019,clean vehicle,14656,gray,  1c4rdjdgxkc701199,167750666,new mexico,dodge durango
14500,dodge,caravan,2019,clean vehicle,35652,gray,  2c4rdgcg8kr556692,167802058,north carolina,dodge caravan
15400,dodge,caravan,2019,clean vehicle,30055,no_color,  2c4rdgcg7kr631205,167802059,north carolina,dodge caravan
15400,dodge,caravan,2019,clean vehicle,43088,charcoal,  2c4rdgeg1kr579115,167802060,north carolina,dodge caravan
15100,dodge,caravan,2019,clean vehicle,33641,purple,  2c4rdgcg2kr658912,167802061,north carolina,dodge caravan
15000,dodge,caravan,2019,clean vehicle,34797,black,  2c4rdgcg1kr659131,167802062,north carolina,dodge caravan
15500,dodge,caravan,2019,clean vehicle,43943,gray,  2c4rdgeg8kr529277,167802063,north carolina,dodge caravan
15000,dodge,caravan,2019,clean vehicle,35744,no_color,  2c4rdgcg9kr600148,167802064,north carolina,dodge caravan
15200,dodge,caravan,2019,clean vehicle,31542,no_color,  2c4rdgcgxkr529381,167802065,north carolina,dodge caravan
15700,dodge,caravan,2019,clean vehicle,26899,white,  2c4rdgcg2kr659171,167802066,north carolina,dodge caravan
16100,dodge,journey,2019,clean vehicle,29985,silver,  3c4pdcgg5kt717085,167802074,north carolina,dodge journey
16300,dodge,journey,2018,clean vehicle,37009,silver,  3c4pddgg2jt370853,167751185,texas,dodge journey
16000,dodge,journey,2019,clean vehicle,30731,white,  3c4pdcgg6kt716981,167802075,north carolina,dodge journey
16900,dodge,journey,2019,clean vehicle,30062,silver,  3c4pddeg8kt738778,167802076,north carolina,dodge journey
17000,dodge,journey,2019,clean vehicle,28295,charcoal,  3c4pddeg0kt687602,167802077,north carolina,dodge journey
17300,dodge,journey,2019,clean vehicle,25534,silver,  3c4pddeg0kt694646,167802078,north carolina,dodge journey
15900,dodge,journey,2019,clean vehicle,29716,gray,  3c4pdceg1kt680751,167802079,north carolina,dodge journey
15700,dodge,journey,2019,clean vehicle,34294,silver,  3c4pdcgg0kt694119,167802080,north carolina,dodge journey
16900,dodge,journey,2019,clean vehicle,27643,white,  3c4pddeg5kt749804,167802084,north carolina,dodge journey
15500,dodge,journey,2019,clean vehicle,35516,white,  3c4pdceg4kt680601,167802093,north carolina,dodge journey
15100,dodge,journey,2019,clean vehicle,40674,silver,  3c4pdceg0kt680319,167802094,north carolina,dodge journey
15500,dodge,journey,2019,clean vehicle,32494,white,  3c4pdceg0kt681048,167802095,north carolina,dodge journey
15400,dodge,journey,2019,clean vehicle,35047,red,  3c4pdceg2kt716799,167802096,north carolina,dodge journey
16500,dodge,journey,2019,clean vehicle,32898,silver,  3c4pddeg4kt701856,167802099,north carolina,dodge journey
42500,dodge,challenger,2015,clean vehicle,13740,black,  2c3cdzc92fh716195,167752120,texas,dodge challenger
16600,dodge,journey,2019,clean vehicle,23132,charcoal,  3c4pdcgg0kt716944,167802200,north carolina,dodge journey
15200,dodge,journey,2019,clean vehicle,37174,silver,  3c4pdcgg8kt717033,167802202,north carolina,dodge journey
15800,dodge,journey,2019,clean vehicle,34023,charcoal,  3c4pdcgg9kt737369,167802203,north carolina,dodge journey
16900,dodge,journey,2019,clean vehicle,30021,charcoal,  3c4pddeg2kt694986,167802205,north carolina,dodge journey
11100,dodge,caravan,2017,clean vehicle,51469,gray,  2c4rdgbg8hr652428,167802215,north carolina,dodge caravan
15600,dodge,journey,2019,clean vehicle,31237,charcoal,  3c4pdceg1kt716986,167802230,north carolina,dodge journey
16900,dodge,journey,2019,clean vehicle,30186,silver,  3c4pddeg0kt745899,167802232,north carolina,dodge journey
15300,dodge,journey,2019,clean vehicle,41956,silver,  3c4pdceg5kt680932,167802233,north carolina,dodge journey
16600,dodge,journey,2019,clean vehicle,30727,black,  3c4pddeg8kt701794,167802234,north carolina,dodge journey
21800,dodge,durango,2017,clean vehicle,38956,black,  1c4rdjdg8hc653002,167752407,pennsylvania,dodge durango
36500,dodge,charger,2018,clean vehicle,22036,white,  2c3cdxgj3jh314932,167752500,virginia,dodge charger
26300,dodge,durango,2019,clean vehicle,26462,red,  1c4rdhdg0kc675964,167752776,georgia,dodge durango
20900,dodge,challenger,2019,clean vehicle,23143,red,  2c3cdzag1kh617105,167752778,georgia,dodge challenger
20100,dodge,challenger,2019,clean vehicle,17340,gray,  2c3cdzag2kh616402,167752791,georgia,dodge challenger
26700,dodge,charger,2019,clean vehicle,29749,gray,  2c3cdxct5kh527020,167752792,georgia,dodge charger
23900,dodge,charger,2019,clean vehicle,35248,white,  2c3cdxhg1kh567414,167752939,georgia,dodge charger
14500,dodge,caravan,2018,clean vehicle,40417,no_color,  2c4rdgeg6jr341288,167802408,florida,dodge caravan
23000,dodge,durango,2017,clean vehicle,30309,gray,  1c4rdjag5hc622178,167753011,virginia,dodge durango
15000,dodge,journey,2018,clean vehicle,42303,red,  3c4pddgg1jt387157,167803180,north carolina,dodge journey
15000,dodge,journey,2018,clean vehicle,35326,white,  3c4pddgg5jt387288,167803188,north carolina,dodge journey
28500,ford,door,2017,clean vehicle,92100,white,  1ft7w2bt6heb61418,167770192,texas,ford door
28000,ford,door,2017,clean vehicle,99375,white,  1ft7w2bt2hee62669,167770195,texas,ford door
9000,ford,door,2017,clean vehicle,72418,gray,  3fa6p0hd4hr370379,167770204,texas,ford door
28700,ford,doors,2015,clean vehicle,29733,ruby red metallic tinted clearcoat,  1fatp8ff4f5394347,167715937,connecticut,ford doors
25000,ford,door,2017,clean vehicle,119439,white,  1ft7w2bt6hec19849,167770210,texas,ford door
17347,ford,doors,2015,clean vehicle,54396,black,  1fa6p8th4f5373291,167715938,massachusetts,ford doors
13800,ford,door,2016,clean vehicle,91606,white,  1ftew1c82gkd45492,167770495,texas,ford door
25888,ford,doors,2015,clean vehicle,2807,black,  1fa6p8cf2f5430053,167715939,new jersey,ford doors
8500,ford,fusion,2017,clean vehicle,78739,black,  3fa6p0luxhr267362,167770647,tennessee,ford fusion
21289,ford,doors,2015,clean vehicle,71955,gray,  1fa6p8cf7f5308496,167715940,new york,ford doors
17999,ford,doors,2015,clean vehicle,48472,triple yellow tri-coat,  1fa6p8th8f5304703,167715941,new jersey,ford doors
2700,ford,door,2012,clean vehicle,98470,blue,  1fahp3f29cl226555,167770840,texas,ford door
30977,ford,doors,2015,clean vehicle,28937,competition orange,  1fa6p8cf8f5308068,167715942,pennsylvania,ford doors
13799,ford,doors,2015,clean vehicle,83693,red,  1fa6p8am3f5330934,167715943,new jersey,ford doors
20500,ford,srw,2014,clean vehicle,90888,white,  1fd7x3a68eeb54072,167771072,arizona,ford srw
8500,ford,drw,2012,clean vehicle,216942,white,  1fdrf3ht6cea87430,167771079,texas,ford drw
9900,ford,door,2015,clean vehicle,205796,white,  1ftbf2a6xfeb60033,167771183,florida,ford door
65500,ford,srw,2019,clean vehicle,6500,black,  1ft7w2bt0kec44818,167718954,indiana,ford srw
24500,ford,wagon,2018,clean vehicle,39943,white,  1fbzx2zm1jka44328,167772606,florida,ford wagon
32500,ford,explorer,2020,clean vehicle,5920,silver,  1fmsk8dh2lga15480,167722215,missouri,ford explorer
9200,ford,fusion,2018,clean vehicle,71478,blue,  3fa6p0h75jr243141,167772971,pennsylvania,ford fusion
17700,ford,door,2017,clean vehicle,119520,silver,  1ftew1eg3hkc49103,167772999,pennsylvania,ford door
18300,ford,fusion,2020,clean vehicle,10882,white,  3fa6p0d94lr133238,167722427,california,ford fusion
43500,ford,srw,2019,clean vehicle,29010,gray,  1ft7w2bt3kee55737,167722585,illinois,ford srw
15200,ford,door,2016,clean vehicle,69003,white,  1fdbf2a6xgec32765,167773215,pennsylvania,ford door
36200,ford,srw,2019,clean vehicle,16207,no_color,  1ft7w2b63kee65677,167722586,illinois,ford srw
21900,ford,mustang,2018,clean vehicle,29748,red,  1fatp8uh4j5166362,167773235,new jersey,ford mustang
20700,ford,wagon,2019,clean vehicle,25582,white,  1fbax2cm3kka61610,167722604,california,ford wagon
12300,ford,fusion,2019,clean vehicle,24520,gray,  3fa6p0cd5kr265137,167722610,california,ford fusion
4200,ford,door,2016,clean vehicle,104383,blue,  3fa6p0hd5gr285811,167773291,pennsylvania,ford door
19500,ford,transit,2019,clean vehicle,34164,white,  1ftyr2cm1kka61447,167722611,california,ford transit
14300,ford,fusion,2020,clean vehicle,6975,silver,  3fa6p0d98lr117690,167722616,california,ford fusion
13700,ford,van,2016,clean vehicle,67150,white,  1ftye2yg5gka02732,167773301,pennsylvania,ford van
13200,ford,door,2015,clean vehicle,100820,white,  1fm5k8d81fga01930,167773526,pennsylvania,ford door
6200,ford,door,2014,clean vehicle,142286,white,  1fmcu9g96euc38537,167773530,pennsylvania,ford door
6500,ford,door,2015,clean vehicle,60015,black,  1fa6p0g70f5119774,167773531,pennsylvania,ford door
1500,ford,door,2013,clean vehicle,126381,gray,  3fadp4fj7dm130032,167773663,pennsylvania,ford door
2200,ford,door,2013,clean vehicle,128753,black,  3fa6p0hr7dr120916,167773664,pennsylvania,ford door
4200,ford,door,2013,clean vehicle,0,no_color,  1fadp3j23dl155179,167773673,pennsylvania,ford door
8700,ford,van,2013,clean vehicle,64598,white,  1ftse3el2dda91463,167773678,pennsylvania,ford van
3200,ford,door,2012,clean vehicle,111532,black,  3fahp0ja9cr334589,167773761,pennsylvania,ford door
9000,ford,door,2012,clean vehicle,149346,black,  1ftfw1et2cfc83729,167773763,pennsylvania,ford door
20000,ford,edge,2018,clean vehicle,43567,silver,  2fmpk4k99jbb06857,167775132,illinois,ford edge
33000,ford,door,2017,clean vehicle,36004,white,  1ft7w2b62hed00227,167775742,texas,ford door
23300,ford,f-150,2019,clean vehicle,10935,white,  1ftmf1c58kkd07954,167725407,south carolina,ford f-150
8750,ford,van,2017,clean vehicle,150484,white,  1fbax2cm1hka52638,167776541,illinois,ford van
11975,ford,door,2012,clean vehicle,122014,white,  1ftfw1et5cfb83382,167777048,texas,ford door
23600,ford,transit,2019,clean vehicle,19363,white,  1ftyr1ym8kka42378,167725759,south carolina,ford transit
12000,ford,explorer,2016,clean vehicle,42902,black,  1fm5k7bh1ggc33135,167777327,texas,ford explorer
30900,ford,f-150,2018,clean vehicle,401,red,  1ftex1ep0jkd02147,167718228,indiana,ford f-150
23900,ford,transit,2019,clean vehicle,11077,white,  1ftyr1zm0kka42485,167725761,south carolina,ford transit
40400,ford,f-150,2018,clean vehicle,34100,black,  1ftew1eg4jfb55634,167718246,indiana,ford f-150
38000,ford,srw,2019,clean vehicle,30018,white,  1ft7w2bt4ked42668,167778307,minnesota,ford srw
27000,ford,flex,2019,clean vehicle,18279,white,  2fmhk6c88kba16090,167778596,illinois,ford flex
24000,ford,transit,2019,clean vehicle,7373,white,  1ftyr1zm2kka54847,167725768,south carolina,ford transit
30000,ford,ranger,2019,clean vehicle,2590,gray,  1fter4fh7klb13025,167778604,wisconsin,ford ranger
16200,ford,fusion,2019,clean vehicle,41662,white,  3fa6p0ru1kr120930,167725769,south carolina,ford fusion
30000,ford,flex,2019,clean vehicle,15019,gray,  2fmhk6dt4kba19698,167778609,wisconsin,ford flex
23900,ford,transit,2019,clean vehicle,9420,white,  1ftyr1ym4kka50820,167725771,south carolina,ford transit
13800,ford,taurus,2018,clean vehicle,41864,white,  1fahp2d80jg104075,167722436,missouri,ford taurus
23700,ford,transit,2019,clean vehicle,16829,white,  1ftyr1ym3kka51084,167725774,south carolina,ford transit
24300,ford,f-150,2018,clean vehicle,6290,gray,  1ftex1cp1jkf40656,167722443,illinois,ford f-150
54900,ford,srw,2019,clean vehicle,14393,black,  1ft8w3bt7kee15090,167726356,nevada,ford srw
22500,ford,taurus,2018,clean vehicle,14599,white,  1fahp2j88jg135238,167778957,wisconsin,ford taurus
39000,ford,f-150,2018,clean vehicle,25839,gray,  1ftfw1e53jfd63829,167778962,illinois,ford f-150
13900,ford,escape,2018,clean vehicle,60715,gray,  1fmcu0hdxjuc12967,167778964,wisconsin,ford escape
24700,ford,explorer,2018,clean vehicle,23350,red,  1fm5k7dh1jgb86970,167722623,illinois,ford explorer
20100,ford,transit,2018,clean vehicle,62386,white,  1ftyr2xm7jkb19070,167722700,california,ford transit
22000,ford,mustang,2018,clean vehicle,6248,red,  1fa6p8th3j5135439,167778967,illinois,ford mustang
38200,ford,mustang,2019,clean vehicle,878,green,  1fa6p8k02k5503784,167732976,florida,ford mustang
24400,ford,transit,2018,clean vehicle,49710,white,  1ftyr2xm4jka56820,167722717,california,ford transit
35000,ford,mustang,2018,clean vehicle,2042,blue,  1fa6p8cf9j5131958,167778969,illinois,ford mustang
18600,ford,flex,2019,clean vehicle,7742,white,  2fmhk6d87kba29234,167732983,florida,ford flex
22700,ford,transit,2018,clean vehicle,39733,white,  1ftyr3xm6jkb03481,167722718,california,ford transit
38000,ford,f-150,2018,clean vehicle,33701,black,  1ftfw1e51jfa37950,167778971,illinois,ford f-150
17000,ford,door,2014,clean vehicle,67542,red,  1ftmf1ctxefa36472,167779290,illinois,ford door
17500,ford,escape,2017,clean vehicle,35095,gray,  1fmcu9jd6huc93491,167779677,wisconsin,ford escape
23200,ford,f-150,2019,clean vehicle,8652,white,  1ftmf1c50kkd60101,167734884,michigan,ford f-150
30700,ford,explorer,2017,clean vehicle,51107,red,  1fm5k8ht2hgd13448,167779679,wisconsin,ford explorer
23500,ford,transit,2019,clean vehicle,14987,white,  1ftyr1zm1kka42642,167735018,michigan,ford transit
26400,ford,edge,2017,clean vehicle,28252,blue,  2fmpk4ap7hbc41894,167779680,wisconsin,ford edge
23500,ford,transit,2019,clean vehicle,16009,white,  1ftyr1zm8kka55050,167735020,michigan,ford transit
38000,ford,door,2017,clean vehicle,47866,white,  1ftew1eg0hfa43326,167779682,wisconsin,ford door
23600,ford,transit,2019,clean vehicle,11004,white,  1ftyr1zm3kka71267,167735025,michigan,ford transit
19300,ford,edge,2017,clean vehicle,42895,gray,  2fmpk4j9xhbb41421,167779683,wisconsin,ford edge
23200,ford,f-150,2019,clean vehicle,9490,white,  1ftmf1c58kkd60105,167735026,michigan,ford f-150
13800,ford,door,2017,clean vehicle,39027,no_color,  1fmcu0gd5huc74384,167779689,wisconsin,ford door
23600,ford,transit,2019,clean vehicle,13466,white,  1ftyr1ym9kka55673,167735027,michigan,ford transit
23200,ford,f-150,2019,clean vehicle,8737,white,  1ftmf1c53kkd60111,167735029,michigan,ford f-150
40000,ford,door,2017,clean vehicle,23960,red,  1ftew1eg2hfb38793,167779696,wisconsin,ford door
23400,ford,f-150,2019,clean vehicle,5562,white,  1ftmf1c5xkkd39112,167735030,michigan,ford f-150
23600,ford,transit,2019,clean vehicle,13763,white,  1ftyr1zm1kka55052,167735031,michigan,ford transit
23000,ford,f-150,2019,clean vehicle,10444,white,  1ftmf1c51kkd08329,167735032,michigan,ford f-150
25500,ford,door,2017,clean vehicle,41696,black,  1ftew1ep8hfb07225,167779857,wisconsin,ford door
23500,ford,transit,2019,clean vehicle,15787,white,  1ftyr1zm1kka56203,167735033,michigan,ford transit
29900,ford,door,2017,clean vehicle,9167,white,  1ftew1ef5hkd84963,167779861,wisconsin,ford door
23200,ford,transit,2019,clean vehicle,17541,white,  1ftyr1ym0kka55674,167735037,michigan,ford transit
50500,ford,f-150,2017,clean vehicle,24686,silver,  1ftfw1rg4hfc12326,167779863,wisconsin,ford f-150
23400,ford,transit,2019,clean vehicle,15210,white,  1ftyr1ym7kka55672,167735038,michigan,ford transit
24500,ford,transit,2017,clean vehicle,54601,white,  1ftyr2cv1hka17899,167779865,wisconsin,ford transit
49000,ford,mustang,2017,clean vehicle,2205,black,  1fa6p8jz8h5523692,167779872,illinois,ford mustang
25400,ford,transit,2017,clean vehicle,35691,white,  1ftyr2cv3hkb52320,167779876,wisconsin,ford transit
23000,ford,flex,2017,clean vehicle,32788,silver,  2fmhk6c8xhba10655,167779877,illinois,ford flex
6000,ford,door,2012,clean vehicle,180471,gray,  1ftfw1ef2ckd08095,167779892,minnesota,ford door
22400,ford,edge,2016,clean vehicle,42925,black,  2fmpk4k80gbc01288,167780188,wisconsin,ford edge
22500,ford,edge,2016,clean vehicle,37385,black,  2fmpk4k82gbc46880,167780189,wisconsin,ford edge
25200,ford,edge,2019,clean vehicle,15415,gray,  2fmpk4k95kbc23479,167735376,virginia,ford edge
36000,ford,door,2016,clean vehicle,20047,white,  1ftew1eg5gfc13646,167780195,wisconsin,ford door
26700,ford,edge,2019,clean vehicle,16884,black,  2fmpk4k90kbc02488,167735379,virginia,ford edge
30500,ford,door,2016,clean vehicle,57936,gray,  1ftew1eg9gkd71799,167780199,wisconsin,ford door
26700,ford,edge,2019,clean vehicle,15244,black,  2fmpk4k91kbc22474,167735380,virginia,ford edge
25000,ford,edge,2019,clean vehicle,19842,gray,  2fmpk4k92kbc02945,167735381,virginia,ford edge
35200,ford,door,2016,clean vehicle,38830,white,  1ftew1ef9gfb09068,167780201,wisconsin,ford door
30300,ford,f-150,2019,clean vehicle,31899,white,  1ftew1e54kfb20317,167735391,tennessee,ford f-150
25000,ford,door,2016,clean vehicle,69305,no_color,  1ftfw1ef5gfc20298,167780206,illinois,ford door
26500,ford,door,2016,clean vehicle,46098,red,  1ftfw1eg5gkf22898,167780207,wisconsin,ford door
21600,ford,mustang,2019,clean vehicle,29457,gray,  1fatp8uh6k5153386,167735493,virginia,ford mustang
18800,ford,edge,2016,clean vehicle,30765,no_color,  2fmpk4j99gbc10713,167780210,wisconsin,ford edge
21500,ford,mustang,2019,clean vehicle,29096,red,  1fatp8uh3k5162367,167735497,virginia,ford mustang
9000,ford,door,2016,clean vehicle,40437,no_color,  1fadp3f29gl296335,167780249,new jersey,ford door
16700,ford,cutaway,2015,clean vehicle,69004,white,  1fdwe4fl3fda32622,167780449,wisconsin,ford cutaway
16800,ford,cutaway,2015,clean vehicle,65179,white,  1fdwe4fl2fda28433,167780450,wisconsin,ford cutaway
15700,ford,cutaway,2015,clean vehicle,75862,white,  1fdwe4fl1fda28424,167780452,wisconsin,ford cutaway
16800,ford,cutaway,2015,clean vehicle,68319,white,  1fdwe4fl3fda32619,167780458,wisconsin,ford cutaway
19500,ford,door,2015,clean vehicle,80354,gray,  1fm5k8gt1fgb88036,167780463,wisconsin,ford door
20500,ford,door,2015,clean vehicle,51441,black,  1fm5k8f89fga62388,167780465,wisconsin,ford door
17400,ford,cutaway,2015,clean vehicle,70954,white,  1fdwe4fl5fda28412,167780471,wisconsin,ford cutaway
17500,ford,door,2014,clean vehicle,92500,red,  1ftfx1ef9efc44937,167780571,wisconsin,ford door
26000,ford,door,2014,clean vehicle,66367,silver,  1ftfw1et3efb08800,167780578,illinois,ford door
56700,ford,f-150,2019,clean vehicle,13884,white,  1ftew1eg0kfa74454,167737612,kentucky,ford f-150
5000,ford,door,2013,clean vehicle,202565,no_color,  1fmcu9gx0duc48476,167780643,wisconsin,ford door
40200,ford,f-150,2019,clean vehicle,26484,no_color,  1ftew1e41kkc07168,167737616,kentucky,ford f-150
54000,ford,door,2013,clean vehicle,703,red,  1zvbp8jz3d5271544,167780646,illinois,ford door
65200,ford,max,2019,clean vehicle,18138,white,  1fmjk2at0kea08300,167737619,kentucky,ford max
32500,ford,srw,2017,clean vehicle,28007,white,  1ft8w3b63hec69791,167780667,minnesota,ford srw
25500,ford,transit,2019,clean vehicle,11251,white,  1ftyr1zm2kka42617,167738248,illinois,ford transit
63000,ford,srw,2019,clean vehicle,11640,no_color,  1ft7w2bt7ked44785,167780677,illinois,ford srw
44000,ford,srw,2019,clean vehicle,10763,white,  1ft7w2bt2ked42670,167780679,illinois,ford srw
70000,ford,drw,2019,clean vehicle,9643,no_color,  1ft8w3dt3kee48276,167780680,illinois,ford drw
56200,ford,srw,2019,clean vehicle,33930,gray,  1ft7w2bt6kee88988,167738656,kentucky,ford srw
35000,ford,srw,2019,clean vehicle,26451,white,  1ft7w2b64kec00217,167780681,wisconsin,ford srw
57700,ford,srw,2019,clean vehicle,21101,red,  1ft7w2bt6kee59894,167738658,kentucky,ford srw
74000,ford,drw,2019,clean vehicle,10536,no_color,  1ft8w4dt6ked32656,167780682,illinois,ford drw
60200,ford,srw,2019,clean vehicle,31744,white,  1ft7w2bt6ked11132,167738659,kentucky,ford srw
60000,ford,srw,2018,clean vehicle,18062,black,  1ft7w2btxjeb54932,167780683,illinois,ford srw
63000,ford,srw,2018,clean vehicle,17942,black,  1ft7w2bt3jec31754,167780684,illinois,ford srw
22500,ford,door,2014,clean vehicle,43646,black,  1ftfw1ef6efa39398,167780692,wisconsin,ford door
8300,ford,energi,2014,clean vehicle,71989,gray,  3fa6p0pu0er246171,167780699,wisconsin,ford energi
8300,ford,door,2012,clean vehicle,138328,white,  1fmhk8d89cga65125,167780740,wisconsin,ford door
21000,ford,door,2013,clean vehicle,95386,brown,  1ftfw1et9dke64965,167780742,wisconsin,ford door
19300,ford,fusion,2019,clean vehicle,23740,black,  3fa6p0ru2kr260565,167740399,mississippi,ford fusion
16400,ford,fusion,2019,clean vehicle,36064,gray,  3fa6p0cd1kr118278,167740400,alabama,ford fusion
27300,ford,f-150,2019,clean vehicle,18805,gray,  1ftew1c4xkfc10243,167740409,mississippi,ford f-150
26400,ford,cab,2012,clean vehicle,151035,white,  1fduf5gt0ceb55163,167781136,wisconsin,ford cab
35100,ford,mustang,2019,clean vehicle,10099,red,  1fatp8ff1k5110151,167740416,mississippi,ford mustang
41500,ford,f-150,2018,clean vehicle,9800,black,  1ftew1e56jfa97539,167781284,new jersey,ford f-150
34100,ford,mustang,2019,clean vehicle,10483,white,  1fatp8ff5k5106670,167740622,mississippi,ford mustang
28600,ford,f-150,2019,clean vehicle,17544,no_color,  1ftew1c46kkc52450,167781624,california,ford f-150
34100,ford,mustang,2019,clean vehicle,10167,red,  1fatp8ff0k5119522,167740627,mississippi,ford mustang
28700,ford,ranger,2019,clean vehicle,11457,gray,  1fter4eh5kla17864,167781626,california,ford ranger
24700,ford,edge,2019,clean vehicle,26590,no_color,  2fmpk3k90kbb54470,167781627,california,ford edge
46500,ford,expedition,2019,clean vehicle,35346,black,  1fmju1kt7kea38431,167781630,california,ford expedition
29000,ford,f-150,2019,clean vehicle,12953,black,  1ftew1c59kkc39782,167781631,california,ford f-150
25500,ford,edge,2019,clean vehicle,26693,silver,  2fmpk3k91kbb62934,167781632,california,ford edge
39500,ford,f-150,2019,clean vehicle,25071,yellow,  1ftew1e51kkc05297,167781633,california,ford f-150
33100,ford,f-150,2019,clean vehicle,33538,yellow,  1ftew1c54kkc38135,167781635,california,ford f-150
30500,ford,f-150,2019,clean vehicle,9915,gray,  1ftew1e4xkfb37968,167781637,california,ford f-150
3600,ford,fiesta,2018,clean vehicle,1,silver,  3fadp4ej1jm128239,167458288,arizona,ford fiesta
16800,ford,fusion,2019,clean vehicle,9910,red,  3fa6p0hdxkr114772,167781638,california,ford fusion
24000,ford,f-150,2019,clean vehicle,16765,gray,  1ftew1cp5kkc11026,167459758,texas,ford f-150
58500,ford,expedition,2019,clean vehicle,4970,gray,  1fmju2at7kea02696,167781639,california,ford expedition
55000,ford,door,2017,clean vehicle,43964,black,  1ft8w3dt8hed50014,167461502,texas,ford door
28800,ford,f-150,2019,clean vehicle,40785,silver,  1ftew1e49kkc40340,167781644,california,ford f-150
26800,ford,door,2015,clean vehicle,108998,white,  1ft8w3bt4fec75439,167782025,new jersey,ford door
36000,ford,max,2018,clean vehicle,58576,gray,  1fmjk1jt1jea23803,167472824,wisconsin,ford max
20000,ford,wagon,2018,clean vehicle,55475,white,  1fbzx2zm6jka97476,167472829,wisconsin,ford wagon
46700,ford,drw,2019,clean vehicle,35929,black,  1ft8w3dt6kef15629,167741758,alabama,ford drw
42800,ford,srw,2019,clean vehicle,21669,silver,  1ft7w2btxkee45528,167741762,alabama,ford srw
21800,ford,mustang,2018,clean vehicle,16079,no_color,  1fa6p8th0j5176725,167782357,california,ford mustang
18800,ford,mustang,2018,clean vehicle,41147,white,  1fa6p8th1j5133883,167782359,california,ford mustang
